RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Ellie Robertson,ellie.robertson@example.com,6505094876,07-Feb-16,Shipping Clerk,CPU,Intel Xeon E5-1650 V4 (OEM/Tray),"Speed:3.6GHz,Cores:6",453.14,141.85,594.99,Jessika Merritt,"55 Church Hill Rd, Reading, PA",1200,jessika.merritt@bnymellon.com,12388776510,Pending,29-Sep-16,74,863.05,6
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Jasmine Hunt,jasmine.hunt@example.com,6505051876,14-Jun-16,Shipping Clerk,CPU,Intel Xeon E5-2630 V3 (OEM/Tray),"Speed:2.4GHz,Cores:8",421.9,168.09,589.99,Agustina Conner,"354 N Prince St, Lancaster, PA",1200,agustina.conner@dollartree.com,16309099876,Shipped,29-Sep-16,118,759.99,6
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Eliza Black,eliza.black@example.com,6505052876,13-Aug-16,Shipping Clerk,CPU,Intel Xeon E5-2630 V2,"Cores:6,TDP:80W",493.48,95.47,588.95,Roxanna Wade,"115 Chestnut St, Philadelphia, PA",1400,roxanna.wade@autozone.com,14787091246,Canceled,24-Aug-17,43,701.95,7
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Lilly Daniels,lilly.daniels@example.com,6505053876,11-Jul-16,Shipping Clerk,CPU,Intel Xeon E5-1650 V3,"Cores:6,TDP:140W",399.77,165.12,564.89,Virgie Mays,"2899 Grand Ave, Pittsburgh, PA",1400,virgie.mays@wholefoodsmarket.com,19371099830,Shipped,24-Aug-16,51,892,7
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Abigail Palmer,abigail.palmer@example.com,6505054876,19-Dec-16,Shipping Clerk,CPU,Intel Core i7-5930,"Cores:6,TDP:140W",481.56,73.43,554.99,Trang Mcconnell,"Po Box 39, Indiana, PA",1400,trang.mcconnell@ppg.com,13652202920,Pending,29-Jun-15,73,1999.89,8
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Georgia Mills,georgia.mills@example.com,6505011876,04-Feb-16,Shipping Clerk,Video Card,PNY VCQP6000-PB,Memory:24GBCore Clock:1.42GHz,4058.99,1441,5499.99,Nada West,"1604 Broadway Ave, Pittsburgh, PA",1400,nada.west@genpt.com,17000191736,Canceled,30-Jun-17,46,1666.61,6
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Maisie Nichols,maisie.nichols@example.com,6505012876,03-Mar-16,Shipping Clerk,Video Card,PNY VCQM6000-24GB-PB,Chipset:Quadro M6000,3619.14,519.86,4139,Catherina Haney,"4734 Liberty Ave, Pittsburgh, PA",1400,catherina.haney@ielp.com,19543017151,Shipped,30-Jun-16,104,358.49,0
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Eleanor Grant,eleanor.grant@example.com,6505013876,01-Jul-16,Shipping Clerk,Video Card,PNY VCQM6000-PB,Chipset:Quadro M6000,2505.04,749.95,3254.99,Harriette Melton,"21 Thornwood Rd, Harrisburg, PA",1400,harriette.melton@navistar.com,12889109002,Shipped,30-Jun-15,49,829.89,33
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Hannah Knight,hannah.knight@example.com,6505014876,17-Mar-16,Shipping Clerk,Video Card,ATI FirePro W9000,Chipset:FirePro W9000,2785.55,407.42,3192.97,Willette Rodgers,"3725 W Lake Rd, Erie, PA",1400,willette.rodgers@pfgc.com,815650124567,Shipped,30-Jun-16,34,749.99,32
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Harriet Ferguson,harriet.ferguson@example.com,6505079811,24-Apr-16,Shipping Clerk,Video Card,ATI FirePro S9150,Chipset:FirePro S9150,2628.06,549.38,3177.44,Calandra Williamson,"1808 4Th Ave, Altoona, PA",1400,calandra.williamson@omnicomgroup.com,8911098191,Pending,21-Jun-16,123,41.99,33
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Amber Rose,amber.rose@example.com,6505079822,23-May-16,Shipping Clerk,Video Card,AMD FirePro W9100,Chipset:FirePro W9100,2483.38,515.51,2998.89,Tamatha Delgado,"Station Sq, Pittsburgh, PA",1400,tamatha.delgado@dish.com,9017715131,Canceled,21-Jun-13,130,97.88,34
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Bella Stone,bella.stone@example.com,6505079833,21-Jun-16,Shipping Clerk,Video Card,EVGA 12G-P4-3992-KR,Chipset:GeForce GTX Titan Z,2313.07,486.92,2799.99,Felix Ferguson,"4020 Garden Ave, Erie, PA",1400,felix.ferguson@firstenergycorp.com,8914121511,Shipped,21-Jun-16,73,1199.99,34
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Thea Hawkins,thea.hawkins@example.com,6505079844,13-Jan-16,Shipping Clerk,Video Card,AMD 100-505989,Chipset:FirePro W9100,2128.67,571.32,2699.99,Elwood Hampton,"100 N Peach St, Philadelphia, PA",1400,elwood.hampton@precast.com,9099809812,Canceled,14-Jun-16,127,2042.69,35
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Lola Ramos,lola.ramos@example.com,6505079876,24-Jan-16,Shipping Clerk,Video Card,PNY VCQK6000-PB,Chipset:Quadro K6000,1740.31,550.48,2290.79,Josh Roach,"835 Heister Ln, Reading, PA",1400,josh.roach@monsanto.com,12665192817,Shipped,13-Jun-16,70,440.3,35
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Willow Reyes,willow.reyes@example.com,6505079877,23-Feb-16,Shipping Clerk,Video Card,PNY VCQP5000-PB,Chipset:Quadro P5000,1602.21,412.9,2015.11,Luanna Scott,"5643 N 5Th St, Philadelphia, PA",1500,luanna.scott@aes.com,1255410091,Pending,17-Mar-17,75,349.99,35
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Ivy Burns,ivy.burns@example.com,6505079878,21-Jun-16,Shipping Clerk,Video Card,HP C2J95AT,Chipset:Quadro K5000,1715.91,283.98,1999.89,Meryl Cole,"1401 W Warren Rd, Bradford, PA",1500,meryl.cole@carmax.com,89880187252,Canceled,21-Feb-17,55,525.99,35
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Erin Gordon,erin.gordon@example.com,6505079879,03-Feb-16,Shipping Clerk,Video Card,EVGA 12G-P4-1999-KR,Chipset:GeForce GTX Titan X,1328.03,471.96,1799.99,Jannet Elliott,"815 Freeport Rd, Pittsburgh, PA",815,jannet.elliott@discoverfinancial.com,1526009181,Shipped,21-Feb-17,101,1999.89,27
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Reggie Simmons,reggie.simmons@example.com,6501248234,10-Apr-16,Stock Clerk,Video Card,PNY VCQM5000-PB,Chipset:Quadro M5000,1268.42,491.57,1759.99,Fae Glenn,"327 N Washington Ave # 300, Scranton, PA",1900,fae.glenn@nov.com,8700192712,Canceled,17-Feb-16,74,649.99,27
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Emily Hamilton,emily.hamilton@example.com,6501212874,15-Mar-16,Stock Clerk,Video Card,ATI FirePro S9050,Chipset:FirePro S9050,1237.04,461.96,1699,Francisco Cummings,"4901 Locust Ln, Harrisburg, PA",2300,francisco.cummings@nrgenergy.com,1092811013,Shipped,17-Feb-16,114,798.26,28
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Olivia Ford,olivia.ford@example.com,6501212994,29-Jan-16,Stock Clerk,Video Card,AMD 100-5056062,Chipset:Vega Frontier Edition Liquid,1343.84,156.15,1499.99,Ermelinda Benton,"3376 Perrysville Ave, Pittsburgh, PA",2300,ermelinda.benton@westerndigital.com,1709019201,Pending,10-Feb-17,130,482.49,29
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Amelia Myers,amelia.myers@example.com,6501218009,17-Oct-16,Stock Clerk,Video Card,PNY VCQK5200-PB,Chipset:Quadro K5200,1129.39,320.59,1449.98,Lasonya Beard,"220 Penn Ave # 300, Scranton, PA",2300,lasonya.beard@marriott.com,2611091201,Canceled,10-Feb-17,72,710.99,29
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Connor Hayes,connor.hayes@example.com,6501211834,06-Apr-16,Stock Clerk,Video Card,AMD FirePro S7000,Chipset:FirePro S7000,936.42,282.08,1218.5,Rayna Tran,"522 Swede St, Norristown, PA",2300,rayna.tran@libertyinteractive.com,1272910291,Pending,10-Feb-17,61,647.99,29
North  America,United States of America,California,South San Francisco,99236,2011 Interiors Blvd,San Francisco,Leon Powell,leon.powell@example.com,6501241214,16-Jul-16,Stock Clerk,Video Card,AMD 100-506061,Chipset:Vega Frontier Edition Liquid,706.99,293,999.99,Annice Boyer,"7708 City Ave, Philadelphia, PA",2300,annice.boyer@walmart.com,6271909101,Pending,02-Jan-17,104,149.88,33
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Kai Long,kai.long@example.com,6501241224,28-Sep-16,Stock Clerk,Video Card,ATI FirePro R5000,Chipset:FirePro R5000,760.59,239.4,999.99,Ja Whitfield,"1801 Lititz Pike, Lancaster, PA",2300,ja.whitfield@exxonmobil.com,125541019012,Shipped,14-Dec-15,143,695.99,35
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Aaron Patterson,aaron.patterson@example.com,6501241334,14-Jan-16,Stock Clerk,Video Card,PNY VCQK4200-PB,Chipset:Quadro K4200,799.05,150.84,949.89,Jaime Lester,"101 E Olney Ave, Philadelphia, PA",2300,jaime.lester@apple.com,12091019271,Shipped,01-Dec-15,61,329.99,7
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Roman Hughes,roman.hughes@example.com,6501241434,08-Mar-16,Stock Clerk,Video Card,Asus GTX780TI-3GD5,Chipset:GeForce GTX 780 Ti,781.91,118.08,899.99,Charlsie Lindsey,"36 W 34Th St, Erie, PA",2400,charlsie.lindsey@berkshirehathaway.com,14209019817,Shipped,01-Dec-16,98,1899.99,8
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Austin Flores,austin.flores@example.com,6501245234,20-Aug-16,Stock Clerk,Video Card,MSI GTX 1080 TI LIGHTNING Z,Chipset:GeForce GTX 1080 Ti,688.35,185.63,873.98,Jannette Henry,"1007 Mount Royal Blvd, Pittsburgh, PA",2400,jannette.henry@mckesson.com,261710191213,Pending,30-Nov-16,57,4139,8
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Ellis Washington,ellis.washington@example.com,6501246234,30-Oct-16,Stock Clerk,Video Card,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,Chipset:GeForce GTX 1080 Ti,696.14,168.84,864.98,Margart Mccall,"601 Market St, Philadelphia, PA",2400,margart.mccall@unitedhealthgroup.com,7877019201,Shipped,01-Nov-17,146,873.98,22
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Jamie Butler,jamie.butler@example.com,6501247234,16-Feb-16,Stock Clerk,Video Card,MSI GTX 1080 TI LIGHTNING X,Chipset:GeForce GTX 1080 Ti,742.94,121.04,863.98,Twanna Cleveland,"5122 Sinclair Ln, Baltimore, MD",2400,twanna.cleveland@cvshealth.com,7810192812,Shipped,27-Oct-15,146,1704.37,32
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Isla Graham,isla.graham@example.com,6501212004,09-Jul-16,Stock Clerk,Video Card,Zotac ZT-P10810A-10P,Chipset:GeForce GTX 1080 Ti,702.35,147.64,849.99,Bronwyn Horn,"680 Bel Air Rd, Bel Air, MD",2400,bronwyn.horn@gm.com,8981029182,Shipped,28-Oct-15,101,734.99,3
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Seth Foster,seth.foster@example.com,6501271934,14-Jun-16,Stock Clerk,Video Card,MSI GAMING,Chipset:GeForce GTX 780 Ti,753.18,96.81,849.99,Jon Petersen,"8004 Stansbury Rd, Baltimore, MD",2400,jon.petersen@ford.com,12615141421,Canceled,28-Oct-16,120,1699,36
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Carter Gonzales,carter.gonzales@example.com,6501271834,26-Aug-16,Stock Clerk,Video Card,Asus STRIX-GTX1080TI-O11G-GAMING,Chipset:GeForce GTX 1080 Ti,691.13,138.86,829.99,Denny Daniel,"10209 Yearling Dr, Rockville, MD",2400,denny.daniel@att.com,12314165671,Pending,28-Oct-15,97,83.88,5
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Felix Bryant,felix.bryant@example.com,6501271734,12-Dec-16,Stock Clerk,Video Card,PNY VCQP4000-PB,Chipset:Quadro P4000,725,105,829.89,Avis Moore,"3000 Greenmount Ave, Baltimore, MD",2400,avis.moore@ge.com,8710909102,Pending,19-Sep-16,73,784.98,6
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Ibrahim Alexander,ibrahim.alexander@example.com,6501271634,06-Feb-16,Stock Clerk,Video Card,Gigabyte GV-N108TAORUSX W-11GD,Chipset:GeForce GTX 1080 Ti,596.05,228.93,824.98,Eden Burke,"1262 Vocke Rd, Cumberland, MD",2400,eden.burke@amerisourcebergen.com,917251423,Shipped,14-Sep-16,92,713.99,6
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Sonny Russell,sonny.russell@example.com,6501211234,14-Jul-16,Stock Clerk,Video Card,Zotac ZT-70203-10P,Chipset:GeForce GTX 780,580.42,240.19,820.61,Elisha Lloyd,"3314 Eastern Ave, Baltimore, MD",2400,elisha.lloyd@verizon.com,98981019271,Shipped,12-Jul-16,65,671.38,6
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Kian Griffin,kian.griffin@example.com,6501212034,26-Oct-16,Stock Clerk,Video Card,EVGA 11G-P4-6598-KR,Chipset:GeForce GTX 1080 Ti,663.54,146.45,809.99,Samara Barnett,"11200 Scaggsville Rd, Laurel, MD",2400,samara.barnett@chevron.com,7877654431,Canceled,18-Mar-17,147,2200,6
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Caleb Diaz,caleb.diaz@example.com,6501212019,12-Feb-16,Stock Clerk,Video Card,MSI GTX 1080 TI SEA HAWK X,Chipset:GeForce GTX 1080 Ti,691.32,113.66,804.98,Nadia Sawyer,"2300 Harford Rd, Baltimore, MD",2400,nadia.sawyer@costco.com,7866543312,Pending,07-Jan-17,145,339.99,6
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Ronnie Perry,ronnie.perry@example.com,6501235234,16-Nov-16,Stock Manager,Video Card,Corsair CB-9060011-WW,Chipset:GeForce GTX 1080 Ti,573.51,226.48,799.99,Melita Holcomb,"2 2Nd St # A, Ocean City, MD",2400,melita.holcomb@fanniemae.com,7870989121,Shipped,05-Jan-17,63,1469.96,7
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Callum Jenkins,callum.jenkins@example.com,6501234234,10-Oct-16,Stock Manager,Video Card,MSI GTX 1080 TI AERO 11G OC,Chipset:GeForce GTX 1080 Ti,715.72,82.54,798.26,Evita Dickerson,"6917 W Oklahoma Ave, Milwaukee, WI",2400,evita.dickerson@thekrogerco.com,65443121213,Pending,08-Feb-16,133,741.63,8
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Jackso Coleman,jackson.coleman@example.com,6501233234,01-May-16,Stock Manager,Video Card,NVIDIA VCQM4000-PB,Chipset:Quadro M4000,682.09,107.91,790,Aundrea Barry,"160 Glenwood Ave, Minneapolis, MN",2400,aundrea.barry@amazon.com,16251091010,Canceled,01-Feb-17,42,2259.99,9
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Liam Henderson,liam.henderson@example.com,6501232234,10-Apr-16,Stock Manager,Video Card,Gigabyte GV-N108TAORUS X-11GD,Chipset:GeForce GTX 1080 Ti,688.35,96.63,784.98,Irvin Leach,"6915 Grand Ave, Hammond, IN",2400,irvin.leach@walgreensbootsalliance.com,10298276662,Shipped,17-Nov-16,35,88.99,9
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Jaxon Ross,jaxon.ross@example.com,6501231234,18-Jul-16,Stock Manager,Video Card,Gigabyte GV-N1070WF2OC-8GD,Chipset:GeForce GTX 1070,551.62,218.37,769.99,Kellee Molina,"65 Cadillac Sq # 2701, Detroit, MI",2500,kellee.molina@hp.com,18209817261,Shipped,20-Feb-17,137,608.95,9
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Adinolfi Wilson,AdinolfiWilson@gmail.com,6500123238,05-Jul-11,Public Accountant,Video Card,MSI GeForce GTX 1080 TI ARMOR 11G OC,Chipset:GeForce GTX 1080 Ti,644.19,120.79,764.98,Ronny Sykes,"3435 Tuscany Dr Se, Grand Rapids, MI",2500,ronny.sykes@cardinal.com,12667182715,Pending,03-Jan-17,114,588.95,10
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,AitSidi Karthikeyan,AitSidKarthikeyan@gmail.com,19282275766,30-Mar-15,Accounting Manager,Video Card,EVGA 11G-P4-6696-KR,Chipset:GeForce GTX 1080 Ti,594.46,165.53,759.99,Ocie Walton,"810 1St Ave, Council Bluffs, IA",3500,ocie.walton@express-scripts,2476251212,Shipped,15-Oct-17,46,713.99,10
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Akinkuolie Sarah,AkinkuolieSarah@gmail.com,16236355939,05-Jul-11,Administration Assistant,Video Card,MSI GeForce GTX 1080 Ti GAMING X 11G,Chipset:GeForce GTX 1080 Ti,666.59,93.4,759.99,Reva Fuller,"500 W Oklahoma Ave, Milwaukee, WI",3500,reva.fuller@jpmorganchase.com,908819102981,Shipped,09-Apr-17,123,2377.09,10
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,AlagbeTrina,AlagbeTrina@gmail.com,17076298896,07-Jan-08,President,Video Card,Zotac ZT-P10810C-10P,Chipset:GeForce GTX 1080 Ti,535.03,224.96,759.99,Marica Henderson,"1721 E Lake St, Minneapolis, MN",3600,marica.henderson@grainger.com,7786554131,Pending,15-Aug-17,139,677.99,11
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Anderson Carol,AndersonCarol@gmail.com,16996379730,11-Jul-11,Administration Vice President,Video Card,Zotac ZT-P10810D-10P,Chipset:GeForce GTX 1080 Ti,580.1,179.89,759.99,Vanetta Gross,"255 Great Arrow Ave, Buffalo, NY",3600,vanetta.gross@boeing.com,12423300908,Canceled,01-Dec-16,45,339.99,11
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Anderson Linda,AndersonLinda@gmail.com,15190465626,09-Jan-12,Administration Vice President,Video Card,PNY VCGGTX1080T11XGPB-OC,Chipset:GeForce GTX 1080 Ti,600.92,159.07,759.99,Audrea Hayden,"6640 Campbell Blvd, Lockport, NY",3600,audrea.hayden@microsoft.com,1627889108,Pending,09-Apr-15,84,1199.99,11
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Andreola Colby,AndreolaColby@gmail.com,14205688507,10-Nov-14,Accountant,Video Card,Zotac ZT-P10810G-10P,Chipset:GeForce GTX 1080 Ti,598.25,156.73,754.98,Neda Mcfadden,"1136 Arch St, Philadelphia, PA",3600,neda.mcfadden@bankofamerica.com,88980090991,Shipped,11-May-17,89,722.99,11
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Athwal Sam,AthwalSam@gmail.com,13148752023,30-Sep-13,Accountant,Video Card,Gigabyte GV-N98TWF3OC-6GD,Chipset:GeForce GTX 980 Ti,633.29,116.7,749.99,DellWilkinson,"Rt 6 E, Warren, PA",3700,dell.wilkinson@wellsfargo.com,89880987665,Canceled,03-Dec-16,114,1199.99,12
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Bachiochi Linda,BachiochiLinda@gmail.com,16644096769,06-Jul-09,Accountant,Video Card,PNY VCGGTX780T3XPB-OC,Chipset:GeForce GTX 780 Ti,592.12,157.87,749.99,Sharee Carver,"1924 Bedford St, Cumberland, MD",3700,sharee.carver@baxter.com,89876655413,Shipped,20-Dec-16,70,84.95,12
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Bacong Alejandro,BacongAlejandro@gmail.com,11408426123,05-Jan-15,Accountant,Video Card,MSI GTX 980 Ti Gaming 6G,Chipset:GeForce GTX 980 Ti,539.98,205.34,745.32,Joaquina Mcconnell,"2713 N Bendix Dr, South Bend, IN",3700,joaquina.mcconnell@homedepot.com,9988716151,Pending,16-Aug-16,38,90.99,12
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Baczenski Rachael,BaczenskiRachael@gmail.com,13765413497,10-Jan-11,Accountant,Video Card,Gigabyte GV-N108TAORUS-11GD,Chipset:GeForce GTX 1080 Ti,605.3,139.68,744.98,Carlyn Calderon,"752 W Huron St, Pontiac, MI",3700,carlyn.calderon@citigroup.com,17662542310,Shipped,02-May-15,138,1676.98,13
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Barbara Thomas,BarbaraThomas@gmail.com,18459807305,02-Apr-12,Finance Manager,Video Card,EVGA 06G-P4-4998-KR,Chipset:GeForce GTX 980 Ti,521.03,220.75,741.78,Olga Wilkins,"1330 N Memorial Dr, Racine, WI",5000,olga.wilkins@phillips66.com,18726652098,Pending,29-Sep-16,34,267.99,13
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Barbossa Hector,BarbossaHector@gmail.com,19071357973,10-Nov-14,Human Resources Representative,Video Card,MSI GTX 1080 Ti DUKE 11G OC,Memory:11GBCore Clock:1.53GHz,555.07,184.92,739.99,Delpha Golden,"8 Automation Ln, Albany, NY",5000,delpha.golden@stryker.com,19827266091,Shipped,13-Dec-16,39,3192.97,14
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Barone Francesco,BaroneFrancesco@gmail.com,14151206955,20-Feb-12,Programmer,Storage,Crucial,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",1139.23,481.76,1620.99,Sharell Branch,"811 N Brandywine Ave, Schenectady, NY",5000,sharell.branch@ibm.com,2400918261,Shipped,02-Dec-16,104,399.99,15
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Barton Nader,BartonNader@gmail.com,11923174402,24-Sep-12,Programmer,Storage,G.Skill TridentZ RGB,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",1330.26,174.73,1504.99,Eleanor Farley,"3025 Sussex Ave, Pittsburgh, PA",5000,eleanor.farley@valero.com,928778101,Shipped,27-Oct-16,66,109.99,16
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Bates Norman,BatesNorman@gmail.com,16740725604,21-Feb-11,Programmer,Storage,Corsair Dominator Platinum,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB",1051.97,398.02,1449.99,Justina Hayes,"932 High St, Lancaster, PA",5000,justina.hayes@antheminc.com,7877652431,Shipped,14-Jun-16,70,149.88,18
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Beak Kimberly,BeakKimberly@gmail.com,17925003303,21-Jul-16,Programmer,Storage,G.Skill Trident Z,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",1163.49,268.5,1431.99,Omer Macdonald,"6959 Tulip St, Philadelphia, PA",5000,omer.macdonald@pg.com,9887165989,Canceled,13-Jun-16,47,699.01,19
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Beatrice Courtney,BeatriceCourtney@gmail.com,18924803277,04-Apr-11,Programmer,Storage,G.Skill Trident Z RGB,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB",1174.36,244.63,1418.99,Roseline Hill,"511 S Central Ave # A, Baltimore, MD",5000,roseline.hill@airproducts.com,900928726,Shipped,17-Mar-17,69,1099.99,15
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Becker Renee,BeckerRenee@gmail.com,12261940842,07-Jul-14,Marketing Manager,Storage,G.Skill Ripjaws V Series,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",1139.87,179.12,1318.99,Janeen Holt,"400 E Joppa Rd, Baltimore, MD",5000,janeen.holt@statefarm.com,77876544321,Pending,21-Feb-17,117,849.99,21
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Becker Scott,BeckerScott@gmail.com,12198034224,08-Jul-13,Marketing Representative,Storage,Corsair Dominator Platinum,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1131.68,183.31,1314.99,Tory Avila,"1796 Tsing Tao, Muang Nonthaburi, ",1200,tory.avila@google.com,87665432212,Shipped,21-Feb-17,74,734.99,36
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Bernstein Sean,BernsteinSean@gmail.com,11870081186,02-Apr-12,Public Relations Representative,Storage,Corsair Vengeance LPX,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",912.98,387.01,1299.99,Keila Slater,"1810 Tucker Crt, Mumbai, ",5000,keila.slater@comcastcorporation.com,676609121130,Shipped,17-Feb-16,116,443.72,35
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Biden Lowan,BidenLowan@gmail.com,11694985502,19-Aug-13,Purchasing Clerk,Storage,Corsair Dominator Platinum,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1068.66,196.33,1264.99,Jazmin Burch,"Sendlinger Tor 4, Munich, ",2400,jazmin.burch@target.com,6766543281,Pending,17-Feb-16,77,686.99,54
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Billis Helen,BillisHelen@gmail.com,16735051175,07-Jul-14,Purchasing Clerk,Storage,Corsair Vengeance LPX,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1019.51,180.48,1199.99,Tandy Ramsey,"Theresienstr 15, Munich, ",2400,tandy.ramsey@wnr.com,9800982769,Canceled,10-Feb-17,65,16.99,74
North  America,United States of America,New Jersey,South Brunswick,50090,2007 Zagora St,New Jersy,Blount Dianna,BlountDianna@gmail.com,18160173450,04-Apr-11,Purchasing Clerk,Storage,Corsair Dominator Platinum,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1002.47,197.52,1199.99,Debra Herring,"1822 Ironweed St, Toronto, ONT",1200,debra.herring@jnj.com,78771092019,Shipped,10-Feb-17,45,725.99,74
